scope,parameter,description,value,unit,evidence_type,species,source,rationale,confidence,calibration_priority,code_location,evidence_scope,literature_value,comparison_to_literature,source_url,scope_zh,description_zh,unit_zh,evidence_type_zh,species_zh,rationale_zh,confidence_zh,calibration_priority_zh,evidence_scope_zh,literature_value_zh,comparison_to_literature_zh
mouse_pbpk,V_liver_v,Effective compartment volume,0.095,mL,scaled,adult mouse,Brown et al. 1997; Davies and Morris 1993; Shah and Betts 2012/2013,Organ-scale values assembled for mass-conserving PBPK geometry,medium,medium,model/ode1.0.py:make_params,physiology-scaled,,,https://pubmed.ncbi.nlm.nih.gov/8378254/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3727051/,小鼠 PBPK,有效隔室容积,mL,缩放值,成年小鼠,为满足质量守恒的 PBPK 几何而汇总的器官尺度数值,中,中,生理学缩放证据,,
mouse_pbpk,V_lung_isf,Effective compartment volume,0.057,mL,scaled,adult mouse,Brown et al. 1997; Davies and Morris 1993; Shah and Betts 2012/2013,Organ-scale values assembled for mass-conserving PBPK geometry,medium,medium,model/ode1.0.py:make_params,physiology-scaled,,,https://pubmed.ncbi.nlm.nih.gov/8378254/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3727051/,小鼠 PBPK,有效隔室容积,mL,缩放值,成年小鼠,为满足质量守恒的 PBPK 几何而汇总的器官尺度数值,中,中,生理学缩放证据,,
mouse_pbpk,V_lung_v,Effective compartment volume,0.0191,mL,scaled,adult mouse,Brown et al. 1997; Davies and Morris 1993; Shah and Betts 2012/2013,Organ-scale values assembled for mass-conserving PBPK geometry,medium,medium,model/ode1.0.py:make_params,physiology-scaled,,,https://pubmed.ncbi.nlm.nih.gov/8378254/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3727051/,小鼠 PBPK,有效隔室容积,mL,缩放值,成年小鼠,为满足质量守恒的 PBPK 几何而汇总的器官尺度数值,中,中,生理学缩放证据,,
mouse_pbpk,V_muscle_isf,Effective compartment volume,1.032,mL,scaled,adult mouse,Brown et al. 1997; Davies and Morris 1993; Shah and Betts 2012/2013,Organ-scale values assembled for mass-conserving PBPK geometry,medium,medium,model/ode1.0.py:make_params,physiology-scaled,,,https://pubmed.ncbi.nlm.nih.gov/8378254/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3727051/,小鼠 PBPK,有效隔室容积,mL,缩放值,成年小鼠,为满足质量守恒的 PBPK 几何而汇总的器官尺度数值,中,中,生理学缩放证据,,
mouse_pbpk,V_muscle_v,Effective compartment volume,0.15,mL,scaled,adult mouse,Brown et al. 1997; Davies and Morris 1993; Shah and Betts 2012/2013,Organ-scale values assembled for mass-conserving PBPK geometry,medium,medium,model/ode1.0.py:make_params,physiology-scaled,,,https://pubmed.ncbi.nlm.nih.gov/8378254/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3727051/,小鼠 PBPK,有效隔室容积,mL,缩放值,成年小鼠,为满足质量守恒的 PBPK 几何而汇总的器官尺度数值,中,中,生理学缩放证据,,
mouse_pbpk,V_rest_isf,Effective compartment volume,2.16,mL,scaled,adult mouse,Brown et al. 1997; Davies and Morris 1993; Shah and Betts 2012/2013,Organ-scale values assembled for mass-conserving PBPK geometry,medium,medium,model/ode1.0.py:make_params,physiology-scaled,,,https://pubmed.ncbi.nlm.nih.gov/8378254/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3727051/,小鼠 PBPK,有效隔室容积,mL,缩放值,成年小鼠,为满足质量守恒的 PBPK 几何而汇总的器官尺度数值,中,中,生理学缩放证据,,
mouse_pbpk,V_rest_v,Effective compartment volume,0.7,mL,scaled,adult mouse,Brown et al. 1997; Davies and Morris 1993; Shah and Betts 2012/2013,Organ-scale values assembled for mass-conserving PBPK geometry,medium,medium,model/ode1.0.py:make_params,physiology-scaled,,,https://pubmed.ncbi.nlm.nih.gov/8378254/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3727051/,小鼠 PBPK,有效隔室容积,mL,缩放值,成年小鼠,为满足质量守恒的 PBPK 几何而汇总的器官尺度数值,中,中,生理学缩放证据,,
mouse_pbpk,V_spleen_isf,Effective compartment volume,0.02,mL,scaled,adult mouse,Brown et al. 1997; Davies and Morris 1993; Shah and Betts 2012/2013,Organ-scale values assembled for mass-conserving PBPK geometry,medium,medium,model/ode1.0.py:make_params,physiology-scaled,,,https://pubmed.ncbi.nlm.nih.gov/8378254/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3727051/,小鼠 PBPK,有效隔室容积,mL,缩放值,成年小鼠,为满足质量守恒的 PBPK 几何而汇总的器官尺度数值,中,中,生理学缩放证据,,
mouse_pbpk,V_spleen_v,Effective compartment volume,0.01,mL,scaled,adult mouse,Brown et al. 1997; Davies and Morris 1993; Shah and Betts 2012/2013,Organ-scale values assembled for mass-conserving PBPK geometry,medium,medium,model/ode1.0.py:make_params,physiology-scaled,,,https://pubmed.ncbi.nlm.nih.gov/8378254/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3727051/,小鼠 PBPK,有效隔室容积,mL,缩放值,成年小鼠,为满足质量守恒的 PBPK 几何而汇总的器官尺度数值,中,中,生理学缩放证据,,
mouse_pbpk,administration,Administration or model-control setting,infusion,h or categorical,design,model,Current model structural prior; requires project-specific calibration,Defines the simulated scenario,not applicable,low,model/ode1.0.py:make_params,structural/design,,,,小鼠 PBPK,给药或模型控制设置,h 或类别变量,设计输入,模型,定义模拟场景,不适用,低,模型结构或设计输入,,
mouse_pbpk,clearance_mode,Administration or model-control setting,mechanistic,h or categorical,design,model,Current model structural prior; requires project-specific calibration,Defines the simulated scenario,not applicable,low,model/ode1.0.py:make_params,structural/design,,,,小鼠 PBPK,给药或模型控制设置,h 或类别变量,设计输入,模型,定义模拟场景,不适用,低,模型结构或设计输入,,
mouse_pbpk,dose_vg,Administered vector-genome dose,1e+12,vg,assumed,mouse-scale demo,Current model structural prior; requires project-specific calibration,"Scenario input, not a recommended dose",low,high,model/ode1.0.py:make_params,structural/design,,,,小鼠 PBPK,给药载体基因组剂量,vg,假设值,小鼠尺度演示,场景输入，并非推荐剂量,低,高,模型结构或设计输入,,
mouse_pbpk,h,"Cellular uptake, intracellular trafficking, immune or expression parameter",1.2,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,h_cns_tx,"Cellular uptake, intracellular trafficking, immune or expression parameter",1.2,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,h_kidney_tx,"Cellular uptake, intracellular trafficking, immune or expression parameter",1.2,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_ab_max,"Cellular uptake, intracellular trafficking, immune or expression parameter",0.05,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_bbb_deg,"BBB binding, trafficking or capacity parameter",0.0450096932597,mixed; see equation,assumed,mouse-scale,"Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",BBB mechanism is represented explicitly; numerical rate is not fitted,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/gt.2012.6; https://doi.org/10.1038/s41434-021-00243-z,小鼠 PBPK,血脑屏障结合、转运或容量参数,混合单位，见对应方程,假设值,小鼠尺度,显式表示 BBB 机制，但数值速率尚未拟合,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_bbb_int,"BBB binding, trafficking or capacity parameter",0.15,mixed; see equation,assumed,mouse-scale,"Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z; Bartlett et al. 2000, doi:10.1128/JVI.74.6.2777-2785.2000",BBB mechanism is represented explicitly; numerical rate is not fitted,low,high,model/ode1.0.py:make_params,mechanistic-only,AAV2-HeLa cell-surface internalization t1/2 <10 min,"model rates are much slower; retained because serotype, cell type and in-vivo accessibility are not comparable",https://doi.org/10.1128/JVI.74.6.2777-2785.2000,小鼠 PBPK,血脑屏障结合、转运或容量参数,混合单位，见对应方程,假设值,小鼠尺度,显式表示 BBB 机制，但数值速率尚未拟合,低,高,仅支持机制，不能直接约束数值,AAV2-HeLa cell-surface internalization t1/2 <10 min,"model rates are much slower; retained because serotype, cell type and in-vivo accessibility are not comparable"
mouse_pbpk,k_bbb_off,"BBB binding, trafficking or capacity parameter",0.08,mixed; see equation,assumed,mouse-scale,"Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",BBB mechanism is represented explicitly; numerical rate is not fitted,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/gt.2012.6; https://doi.org/10.1038/s41434-021-00243-z,小鼠 PBPK,血脑屏障结合、转运或容量参数,混合单位，见对应方程,假设值,小鼠尺度,显式表示 BBB 机制，但数值速率尚未拟合,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_bbb_on,"BBB binding, trafficking or capacity parameter",1e-13,mixed; see equation,assumed,mouse-scale,"Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",BBB mechanism is represented explicitly; numerical rate is not fitted,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/gt.2012.6; https://doi.org/10.1038/s41434-021-00243-z,小鼠 PBPK,血脑屏障结合、转运或容量参数,混合单位，见对应方程,假设值,小鼠尺度,显式表示 BBB 机制，但数值速率尚未拟合,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_bbb_recycle,"BBB binding, trafficking or capacity parameter",0.12,mixed; see equation,assumed,mouse-scale,"Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",BBB mechanism is represented explicitly; numerical rate is not fitted,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/gt.2012.6; https://doi.org/10.1038/s41434-021-00243-z,小鼠 PBPK,血脑屏障结合、转运或容量参数,混合单位，见对应方程,假设值,小鼠尺度,显式表示 BBB 机制，但数值速率尚未拟合,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_bbb_trans,"BBB binding, trafficking or capacity parameter",0.003,mixed; see equation,assumed,mouse-scale,"Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",BBB mechanism is represented explicitly; numerical rate is not fitted,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/gt.2012.6; https://doi.org/10.1038/s41434-021-00243-z,小鼠 PBPK,血脑屏障结合、转运或容量参数,混合单位，见对应方程,假设值,小鼠尺度,显式表示 BBB 机制，但数值速率尚未拟合,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_clear_blood,Apparent circulating capsid loss rate,0.138629436112,1/h,direct/derived,mouse,"Wang et al. 2024, doi:10.1016/j.omtm.2024.101326; Seo et al. 2020, PMCID:PMC7193641",ln(2) divided by reported AAV9 circulation half-life,medium,medium,model/ode1.0.py:make_params,quantitative-derived,AAV9 blood half-life 5.0 h,matches,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/,小鼠 PBPK,循环衣壳表观损失速率,h^-1,直接证据/推导值,小鼠,由 ln(2) 除以文献报道的 AAV9 循环半衰期得到,中,中,定量推导/拟合证据,AAV9 blood half-life 5.0 h,matches
mouse_pbpk,k_clear_isf,"Cellular uptake, intracellular trafficking, immune or expression parameter",0,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_clear_vascular,"Cellular uptake, intracellular trafficking, immune or expression parameter",0,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_cns_deg_cyto,"CNS-cell uptake, trafficking or expression parameter",0.01,mixed; see equation,assumed,mouse-scale,"Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Transferred intracellular chain with CNS-specific exploratory values,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/gt.2012.6; https://doi.org/10.1038/s41434-021-00243-z,小鼠 PBPK,CNS 细胞摄取、转运或表达参数,混合单位，见对应方程,假设值,小鼠尺度,沿用胞内转运链，并采用 CNS 特异的探索性数值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_cns_deg_ds,"CNS-cell uptake, trafficking or expression parameter",0.005,mixed; see equation,assumed,mouse-scale,"Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Transferred intracellular chain with CNS-specific exploratory values,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/gt.2012.6; https://doi.org/10.1038/s41434-021-00243-z,小鼠 PBPK,CNS 细胞摄取、转运或表达参数,混合单位，见对应方程,假设值,小鼠尺度,沿用胞内转运链，并采用 CNS 特异的探索性数值,低,高,仅支持机制，不能直接约束数值,,
